Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0001819	positive regulation of cytokine production	 	1.328E-5	2.866E-2	4.095E-3	3.380E-2	9	419	ZCCHC11,CD226,CD40LG,RORA,PUM1,FLOT1,IL6R,IL6ST,SOD1
GO: Biological Process	GO:0080134	regulation of response to stress	 	1.906E-5	4.114E-2	5.143E-3	4.245E-2	17	1585	ATP6V1H,FBXO18,ATG7,CD226,RPTOR,BAG3,CD40LG,CD47,RORA,POMT1,TSPAN32,PUM1,FLOT1,GFI1,IL6ST,CNR2,SOD1
GO: Biological Process	GO:0045321	leukocyte activation	 	2.462E-5	5.315E-2	5.906E-3	4.875E-2	12	833	NFATC1,CD226,MAD1L1,CD40LG,CD47,RORA,TSPAN32,ZBTB7B,IL6ST,CNR2,SOD1,ITPKB
GO: Biological Process	GO:0001775	cell activation	 	3.404E-5	7.349E-2	6.926E-3	5.718E-2	13	1007	NFATC1,CD226,MAD1L1,CD40LG,CD47,RORA,TSPAN32,ZBTB7B,IL6ST,CNR2,SOD1,ITPKB,ITPR3
GO: Biological Process	GO:0070103	regulation of interleukin-6-mediated signaling pathway	 	3.529E-5	7.619E-2	6.926E-3	5.718E-2	2	3	GFI1,IL6ST
GO: Biological Process	GO:0034109	homotypic cell-cell adhesion	 	7.512E-5	1.622E-1	1.351E-2	1.116E-1	8	405	MAD1L1,CD40LG,CD47,TSPAN32,ZBTB7B,IL6ST,SOD1,ITPKB
GO: Biological Process	GO:0070120	ciliary neurotrophic factor-mediated signaling pathway	 	1.171E-4	2.528E-1	1.865E-2	1.539E-1	2	5	IL6R,IL6ST
GO: Biological Process	GO:0022407	regulation of cell-cell adhesion	 	1.213E-4	2.619E-1	1.865E-2	1.539E-1	8	434	MAD1L1,CD40LG,CD47,FLOT1,ZBTB7B,IL6ST,SOD1,ITPKB
GO: Biological Process	GO:0023056	positive regulation of signaling	 	1.298E-4	2.802E-1	1.865E-2	1.539E-1	16	1662	FBXO18,ATG7,CD226,RPTOR,CD40LG,TRIM39,SKI,PUM1,FLOT1,GFI1,TSPAN5,IL6R,IL6ST,SOD1,ITPKB,ITPR3
GO: Biological Process	GO:0050863	regulation of T cell activation	 	1.382E-4	2.983E-1	1.865E-2	1.539E-1	7	329	MAD1L1,CD40LG,CD47,ZBTB7B,IL6ST,SOD1,ITPKB
GO: Biological Process	GO:0010647	positive regulation of cell communication	 	1.513E-4	3.267E-1	1.922E-2	1.586E-1	16	1684	FBXO18,ATG7,CD226,RPTOR,CD40LG,TRIM39,SKI,PUM1,FLOT1,GFI1,TSPAN5,IL6R,IL6ST,SOD1,ITPKB,ITPR3
GO: Biological Process	GO:0021680	cerebellar Purkinje cell layer development	 	1.658E-4	3.581E-1	1.989E-2	1.642E-1	3	31	ATG7,RORA,RERE
GO: Biological Process	GO:1903037	regulation of leukocyte cell-cell adhesion	 	1.786E-4	3.856E-1	2.029E-2	1.675E-1	7	343	MAD1L1,CD40LG,CD47,ZBTB7B,IL6ST,SOD1,ITPKB
GO: Biological Process	GO:0009607	response to biotic stimulus	 	1.882E-4	4.063E-1	2.031E-2	1.677E-1	12	1030	ATP6V1H,ZCCHC11,FBXO18,ATG7,CD226,CD40LG,CD47,TSPAN32,PUM1,GFI1,IL6R,CNR2
GO: Biological Process	GO:0034110	regulation of homotypic cell-cell adhesion	 	2.021E-4	4.363E-1	2.078E-2	1.715E-1	7	350	MAD1L1,CD40LG,CD47,ZBTB7B,IL6ST,SOD1,ITPKB
GO: Biological Process	GO:0048534	hematopoietic or lymphoid organ development	 	2.511E-4	5.421E-1	2.464E-2	2.034E-1	11	905	ZFAT,NFATC1,ATG7,MAD1L1,CD40LG,RORA,ZBTB7B,GFI1,INPP4B,SOD1,ITPKB
GO: Biological Process	GO:0002831	regulation of response to biotic stimulus	 	2.825E-4	6.099E-1	2.652E-2	2.189E-1	6	261	ATP6V1H,ZCCHC11,CD226,CD40LG,TSPAN32,PUM1
GO: Biological Process	GO:0001817	regulation of cytokine production	 	3.174E-4	6.852E-1	2.758E-2	2.277E-1	9	634	ZCCHC11,CD226,CD40LG,RORA,PUM1,FLOT1,IL6R,IL6ST,SOD1
GO: Biological Process	GO:0019218	regulation of steroid metabolic process	 	3.416E-4	7.374E-1	2.758E-2	2.277E-1	4	96	RORA,SF1,GFI1,SOD1
GO: Biological Process	GO:0042110	T cell activation	 	3.530E-4	7.622E-1	2.758E-2	2.277E-1	8	508	MAD1L1,CD40LG,CD47,RORA,ZBTB7B,IL6ST,SOD1,ITPKB
GO: Biological Process	GO:0070489	T cell aggregation	 	3.530E-4	7.622E-1	2.758E-2	2.277E-1	8	508	MAD1L1,CD40LG,CD47,RORA,ZBTB7B,IL6ST,SOD1,ITPKB
GO: Biological Process	GO:0071593	lymphocyte aggregation	 	3.577E-4	7.722E-1	2.758E-2	2.277E-1	8	509	MAD1L1,CD40LG,CD47,RORA,ZBTB7B,IL6ST,SOD1,ITPKB
GO: Biological Process	GO:0070486	leukocyte aggregation	 	3.918E-4	8.458E-1	2.887E-2	2.383E-1	8	516	MAD1L1,CD40LG,CD47,RORA,ZBTB7B,IL6ST,SOD1,ITPKB
GO: Biological Process	GO:0002520	immune system development	 	4.011E-4	8.660E-1	2.887E-2	2.383E-1	11	956	ZFAT,NFATC1,ATG7,MAD1L1,CD40LG,RORA,ZBTB7B,GFI1,INPP4B,SOD1,ITPKB
GO: Biological Process	GO:0016337	single organismal cell-cell adhesion	 	4.378E-4	9.451E-1	3.049E-2	2.517E-1	10	810	MAD1L1,CD40LG,CD47,RORA,TSPAN32,FLOT1,ZBTB7B,IL6ST,SOD1,ITPKB
GO: Biological Process	GO:0009967	positive regulation of signal transduction	 	4.719E-4	1.000E0	3.184E-2	2.628E-1	14	1488	FBXO18,CD226,RPTOR,CD40LG,TRIM39,SKI,PUM1,FLOT1,GFI1,TSPAN5,IL6R,IL6ST,SOD1,ITPKB
GO: Biological Process	GO:0031347	regulation of defense response	 	5.055E-4	1.000E0	3.277E-2	2.705E-1	10	825	ATP6V1H,CD226,CD47,RORA,TSPAN32,PUM1,FLOT1,GFI1,IL6ST,CNR2
GO: Biological Process	GO:0098609	cell-cell adhesion	 	5.160E-4	1.000E0	3.277E-2	2.705E-1	11	985	CD226,MAD1L1,CD40LG,CD47,RORA,TSPAN32,FLOT1,ZBTB7B,IL6ST,SOD1,ITPKB
GO: Biological Process	GO:0007159	leukocyte cell-cell adhesion	 	5.972E-4	1.000E0	3.684E-2	3.041E-1	8	550	MAD1L1,CD40LG,CD47,RORA,ZBTB7B,IL6ST,SOD1,ITPKB
GO: Biological Process	GO:0001816	cytokine production	 	6.705E-4	1.000E0	3.724E-2	3.075E-1	9	703	ZCCHC11,CD226,CD40LG,RORA,PUM1,FLOT1,IL6R,IL6ST,SOD1
GO: Biological Process	GO:0002252	immune effector process	 	6.733E-4	1.000E0	3.724E-2	3.075E-1	10	856	LIMK1,ATP6V1H,ATG7,CD226,CD40LG,CD47,RORA,TSPAN32,PUM1,IL6R
GO: Biological Process	GO:0030097	hemopoiesis	 	6.855E-4	1.000E0	3.724E-2	3.075E-1	10	858	ZFAT,NFATC1,ATG7,CD40LG,RORA,ZBTB7B,GFI1,INPP4B,SOD1,ITPKB
GO: Biological Process	GO:0002833	positive regulation of response to biotic stimulus	 	6.900E-4	1.000E0	3.724E-2	3.075E-1	3	50	CD226,CD40LG,PUM1
GO: Biological Process	GO:0051055	negative regulation of lipid biosynthetic process	 	6.900E-4	1.000E0	3.724E-2	3.075E-1	3	50	ATG7,GFI1,SOD1
GO: Biological Process	GO:0098602	single organism cell adhesion	 	7.234E-4	1.000E0	3.774E-2	3.115E-1	10	864	MAD1L1,CD40LG,CD47,RORA,TSPAN32,FLOT1,ZBTB7B,IL6ST,SOD1,ITPKB
GO: Biological Process	GO:0046649	lymphocyte activation	 	7.342E-4	1.000E0	3.774E-2	3.115E-1	9	712	NFATC1,MAD1L1,CD40LG,CD47,RORA,ZBTB7B,IL6ST,SOD1,ITPKB
GO: Biological Process	GO:0045667	regulation of osteoblast differentiation	 	8.706E-4	1.000E0	4.340E-2	3.583E-1	4	123	NFATC1,SKI,IL6R,IL6ST
GO: Biological Process	GO:0051249	regulation of lymphocyte activation	 	8.845E-4	1.000E0	4.340E-2	3.583E-1	7	448	MAD1L1,CD40LG,CD47,ZBTB7B,IL6ST,SOD1,ITPKB
GO: Biological Process	GO:0071044	histone mRNA catabolic process	 	1.044E-3	1.000E0	4.791E-2	3.955E-1	2	14	ZCCHC11,DCP2
GO: Biological Process	GO:0032769	negative regulation of monooxygenase activity	 	1.044E-3	1.000E0	4.791E-2	3.955E-1	2	14	GFI1,CNR2
GO: Biological Process	GO:0032957	inositol trisphosphate metabolic process	 	1.044E-3	1.000E0	4.791E-2	3.955E-1	2	14	ITPK1,ITPKB
GO: Biological Process	GO:0021695	cerebellar cortex development	 	1.065E-3	1.000E0	4.791E-2	3.955E-1	3	58	ATG7,RORA,RERE
GO: Cellular Component	GO:0070110	ciliary neurotrophic factor receptor complex	 	3.494E-5	8.176E-3	4.088E-3	2.467E-2	2	3	IL6R,IL6ST
GO: Cellular Component	GO:0005896	interleukin-6 receptor complex	 	3.494E-5	8.176E-3	4.088E-3	2.467E-2	2	3	IL6R,IL6ST
Mouse Phenotype	MP:0004982	abnormal osteoclast morphology	 	1.312E-6	2.219E-3	2.219E-3	1.777E-2	8	185	ATP6V1H,NFATC1,CD40LG,CD47,ANKRD11,RGS12,IL6ST,INPP4B
Mouse Phenotype	MP:0008396	abnormal osteoclast differentiation	 	2.987E-6	5.052E-3	2.526E-3	2.023E-2	6	92	ATP6V1H,NFATC1,CD40LG,CD47,IL6ST,INPP4B
Mouse Phenotype	MP:0004983	abnormal osteoclast cell number	 	2.508E-5	4.242E-2	1.414E-2	1.133E-1	6	133	NFATC1,CD47,ANKRD11,RGS12,IL6ST,INPP4B
Mouse Phenotype	MP:0000217	abnormal leukocyte cell number	 	5.803E-5	9.813E-2	1.576E-2	1.263E-1	19	1727	ZFAT,GIMAP8,NFATC1,ATG7,RPTOR,BAG3,CD40LG,CD47,ANKRD11,POMT1,FHIT,ZBTB7B,GFI1,RGS12,IL6R,IL6ST,INPP4B,SOD1,ITPKB
Mouse Phenotype	MP:0009347	increased trabecular bone thickness	 	5.865E-5	9.918E-2	1.576E-2	1.263E-1	4	48	CD47,RGS12,IL6ST,INPP4B
Mouse Phenotype	MP:0009345	abnormal trabecular bone thickness	 	8.138E-5	1.376E-1	1.576E-2	1.263E-1	5	101	ATP6V1H,CD47,RGS12,IL6ST,INPP4B
Mouse Phenotype	MP:0008246	abnormal leukocyte morphology	 	8.587E-5	1.452E-1	1.576E-2	1.263E-1	20	1942	ATP6V1H,ZFAT,GIMAP8,NFATC1,ATG7,RPTOR,BAG3,CD40LG,CD47,ANKRD11,POMT1,FHIT,ZBTB7B,GFI1,RGS12,IL6R,IL6ST,INPP4B,SOD1,ITPKB
Mouse Phenotype	MP:0004016	decreased bone mass	 	8.935E-5	1.511E-1	1.576E-2	1.263E-1	5	103	ATP6V1H,CD40LG,ANKRD11,IL6ST,INPP4B
Mouse Phenotype	MP:0001545	abnormal hematopoietic system physiology	 	9.430E-5	1.595E-1	1.576E-2	1.263E-1	18	1625	ATP6V1H,ZFAT,NFATC1,ATG7,CD226,CD40LG,CD47,RORA,POMT1,TSPAN32,FLOT1,ZBTB7B,GFI1,IL6R,IL6ST,CNR2,ADD3,ITPKB
Mouse Phenotype	MP:0000716	abnormal immune system cell morphology	 	9.988E-5	1.689E-1	1.576E-2	1.263E-1	20	1962	ATP6V1H,ZFAT,GIMAP8,NFATC1,ATG7,RPTOR,BAG3,CD40LG,CD47,ANKRD11,POMT1,FHIT,ZBTB7B,GFI1,RGS12,IL6R,IL6ST,INPP4B,SOD1,ITPKB
Mouse Phenotype	MP:0005463	abnormal CD4-positive, alpha-beta T cell physiology	 	1.025E-4	1.734E-1	1.576E-2	1.263E-1	6	171	ZFAT,NFATC1,CD40LG,ZBTB7B,GFI1,IL6R
Mouse Phenotype	MP:0011180	abnormal hematopoietic cell number	 	1.151E-4	1.946E-1	1.621E-2	1.299E-1	20	1981	ZFAT,GIMAP8,NFATC1,ATG7,RPTOR,BAG3,CD40LG,CD47,ANKRD11,POMT1,FHIT,ZBTB7B,GFI1,RGS12,IL6R,IL6ST,INPP4B,SOD1,ADD3,ITPKB
Mouse Phenotype	MP:0002723	abnormal immune serum protein physiology	 	1.397E-4	2.363E-1	1.758E-2	1.408E-1	14	1069	ZFAT,NFATC1,ATG7,CD226,CD40LG,CD47,RORA,POMT1,ZBTB7B,GFI1,IL6R,IL6ST,SOD1,ITPKB
Mouse Phenotype	MP:0012382	abnormal blood cell physiology	 	1.516E-4	2.564E-1	1.758E-2	1.408E-1	17	1524	ATP6V1H,ZFAT,NFATC1,CD226,CD40LG,CD47,RORA,POMT1,TSPAN32,FLOT1,ZBTB7B,GFI1,IL6R,IL6ST,CNR2,ADD3,ITPKB
Mouse Phenotype	MP:0002446	abnormal macrophage morphology	 	1.567E-4	2.650E-1	1.758E-2	1.408E-1	9	459	ATP6V1H,NFATC1,CD40LG,CD47,ANKRD11,RGS12,IL6ST,INPP4B,SOD1
Mouse Phenotype	MP:0008251	abnormal phagocyte morphology	 	1.714E-4	2.899E-1	1.758E-2	1.408E-1	12	819	ATP6V1H,NFATC1,BAG3,CD40LG,CD47,ANKRD11,POMT1,GFI1,RGS12,IL6ST,INPP4B,SOD1
Mouse Phenotype	MP:0008250	abnormal myeloid leukocyte morphology	 	1.767E-4	2.989E-1	1.758E-2	1.408E-1	13	954	ATP6V1H,NFATC1,BAG3,CD40LG,CD47,ANKRD11,POMT1,FHIT,GFI1,RGS12,IL6ST,INPP4B,SOD1
Mouse Phenotype	MP:0002442	abnormal leukocyte physiology	 	2.076E-4	3.511E-1	1.933E-2	1.549E-1	16	1406	ATP6V1H,ZFAT,NFATC1,CD226,CD40LG,CD47,RORA,POMT1,TSPAN32,FLOT1,ZBTB7B,GFI1,IL6R,IL6ST,CNR2,ITPKB
Mouse Phenotype	MP:0004985	decreased osteoclast cell number	 	2.172E-4	3.673E-1	1.933E-2	1.549E-1	4	67	NFATC1,CD47,ANKRD11,RGS12
Mouse Phenotype	MP:0001819	abnormal immune cell physiology	 	2.623E-4	4.435E-1	2.127E-2	1.704E-1	16	1434	ATP6V1H,ZFAT,NFATC1,CD226,CD40LG,CD47,RORA,POMT1,TSPAN32,FLOT1,ZBTB7B,GFI1,IL6R,IL6ST,CNR2,ITPKB
Mouse Phenotype	MP:0000221	decreased leukocyte cell number	 	2.736E-4	4.627E-1	2.127E-2	1.704E-1	15	1286	ZFAT,GIMAP8,NFATC1,ATG7,BAG3,CD40LG,CD47,ANKRD11,FHIT,ZBTB7B,GFI1,RGS12,IL6ST,SOD1,ITPKB
Mouse Phenotype	MP:0008497	decreased IgG2b level	 	2.869E-4	4.851E-1	2.127E-2	1.704E-1	4	72	NFATC1,CD40LG,IL6ST,ITPKB
Mouse Phenotype	MP:0002421	abnormal cell-mediated immunity	 	2.893E-4	4.892E-1	2.127E-2	1.704E-1	16	1446	ATP6V1H,ZFAT,NFATC1,CD226,CD40LG,CD47,RORA,POMT1,TSPAN32,FLOT1,ZBTB7B,GFI1,IL6R,IL6ST,CNR2,ITPKB
Mouse Phenotype	MP:0008195	abnormal professional antigen presenting cell morphology	 	3.068E-4	5.188E-1	2.162E-2	1.732E-1	13	1008	ATP6V1H,NFATC1,ATG7,RPTOR,CD40LG,CD47,ANKRD11,GFI1,RGS12,IL6R,IL6ST,INPP4B,SOD1
Mouse Phenotype	MP:0003795	abnormal bone structure	 	3.261E-4	5.514E-1	2.205E-2	1.767E-1	12	877	ATP6V1H,GIMAP8,NFATC1,RPTOR,CD40LG,CD47,ANKRD11,RGS12,IL6ST,INPP4B,SOD1,ITPR3
Mouse Phenotype	MP:0002420	abnormal adaptive immunity	 	3.398E-4	5.747E-1	2.210E-2	1.771E-1	16	1466	ATP6V1H,ZFAT,NFATC1,CD226,CD40LG,CD47,RORA,POMT1,TSPAN32,FLOT1,ZBTB7B,GFI1,IL6R,IL6ST,CNR2,ITPKB
Mouse Phenotype	MP:0008248	abnormal mononuclear phagocyte morphology	 	4.449E-4	7.523E-1	2.786E-2	2.232E-1	10	647	ATP6V1H,NFATC1,CD40LG,CD47,ANKRD11,GFI1,RGS12,IL6ST,INPP4B,SOD1
Mouse Phenotype	MP:0002444	abnormal T cell physiology	 	5.087E-4	8.602E-1	2.953E-2	2.366E-1	10	658	ZFAT,NFATC1,CD226,CD40LG,TSPAN32,ZBTB7B,GFI1,IL6R,IL6ST,ITPKB
Mouse Phenotype	MP:0005001	abnormal clonal deletion	 	5.391E-4	9.117E-1	2.953E-2	2.366E-1	2	8	CD40LG,IL6ST
Mouse Phenotype	MP:0005002	abnormal T cell clonal deletion	 	5.391E-4	9.117E-1	2.953E-2	2.366E-1	2	8	CD40LG,IL6ST
Mouse Phenotype	MP:0004987	abnormal osteoblast cell number	 	5.414E-4	9.155E-1	2.953E-2	2.366E-1	4	85	ATP6V1H,RPTOR,IL6ST,INPP4B
Mouse Phenotype	MP:0010874	abnormal bone volume	 	6.746E-4	1.000E0	3.565E-2	2.856E-1	5	159	ATP6V1H,NFATC1,CD47,RGS12,INPP4B
Mouse Phenotype	MP:0008496	decreased IgG2a level	 	7.607E-4	1.000E0	3.898E-2	3.123E-1	4	93	NFATC1,CD40LG,IL6ST,ITPKB
Mouse Phenotype	MP:0004988	increased osteoblast cell number	 	9.740E-4	1.000E0	4.844E-2	3.880E-1	3	44	RPTOR,IL6ST,INPP4B
Domain	PF02815	MIR	Pfam	5.566E-4	2.911E-1	3.027E-2	2.070E-1	2	10	POMT1,ITPR3
Domain	IPR016093	MIR_motif	InterPro	5.566E-4	2.911E-1	3.027E-2	2.070E-1	2	10	POMT1,ITPR3
Domain	PS50919	MIR	PROSITE	5.566E-4	2.911E-1	3.027E-2	2.070E-1	2	10	POMT1,ITPR3
Domain	SM00472	MIR	SMART	5.566E-4	2.911E-1	3.027E-2	2.070E-1	2	10	POMT1,ITPR3
Domain	IPR015321	TypeI_recpt_CBD	InterPro	6.787E-4	3.549E-1	3.027E-2	2.070E-1	2	11	IL6R,IL6ST
Domain	PF09240	IL6Ra-bind	Pfam	6.787E-4	3.549E-1	3.027E-2	2.070E-1	2	11	IL6R,IL6ST
Domain	SM00343	ZnF_C2HC	SMART	1.004E-3	5.251E-1	3.027E-2	2.070E-1	3	55	ZCCHC11,SF1,GFI1
Domain	IPR001878	Znf_CCHC	InterPro	1.004E-3	5.251E-1	3.027E-2	2.070E-1	3	55	ZCCHC11,SF1,GFI1
Domain	PF00098	zf-CCHC	Pfam	3.037E-3	1.000E0	3.027E-2	2.070E-1	2	23	ZCCHC11,SF1
Domain	IPR006285	Atg7	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	ATG7
Domain	IPR001551	Canbinoid_rcpt_2	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	CNR2
Domain	PF08204	V-set_CD47	Pfam	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	CD47
Domain	IPR013147	CD47_TM	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	CD47
Domain	IPR002625	Smr_dom	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	N4BP2
Domain	PF14538	Raptor_N	Pfam	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	RPTOR
Domain	PS50828	SMR	PROSITE	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	N4BP2
Domain	IPR003263	CD40L	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	CD40LG
Domain	1.25.40.150	-	Gene3D	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	ATP6V1H
Domain	IPR008656	Inositol_tetrakis-P_1-kinase	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	ITPK1
Domain	IPR029415	Lines_C	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	LINS1
Domain	PF15052	TMEM169	Pfam	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	TMEM169
Domain	IPR013899	DUF1771	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	N4BP2
Domain	PF04549	CD47	Pfam	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	CD47
Domain	IPR006704	CD47	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	CD47
Domain	IPR008672	Mad1	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	MAD1L1
Domain	PF16420	ATG7_N	Pfam	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	ATG7
Domain	IPR032197	Atg7_N	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	ATG7
Domain	IPR028760	Ski	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	SKI
Domain	IPR007850	RCSD	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	RCSD1
Domain	PF05026	DCP2	Pfam	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	DCP2
Domain	IPR033202	DDAH2	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	DDAH2
Domain	PF01713	Smr	Pfam	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	N4BP2
Domain	PF05770	Ins134_P3_kin	Pfam	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	ITPK1
Domain	IPR013270	CD47_Vset	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	CD47
Domain	IPR015647	NFAT1	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	NFATC1
Domain	IPR029386	TMEM169	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	TMEM169
Domain	IPR014017	DNA_helicase_UvrD-like_C	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	FBXO18
Domain	IPR032794	LINES_N	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	LINS1
Domain	PF14695	LINES_C	Pfam	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	LINS1
Domain	PF05177	RCSD	Pfam	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	RCSD1
Domain	PF15399	DUF4620	Pfam	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	C11orf21
Domain	PF11698	V-ATPase_H_C	Pfam	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	ATP6V1H
Domain	IPR029347	Raptor_N	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	RPTOR
Domain	IPR033353	FAM118A	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	FAM118A
Domain	IPR030565	KLHL25	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	KLHL25
Domain	IPR007722	DCP2_BoxA	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	DCP2
Domain	IPR004908	ATPase_V1-cplx_hsu	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	ATP6V1H
Domain	PF08590	DUF1771	Pfam	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	N4BP2
Domain	PF16275	SF1-HH	Pfam	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	SF1
Domain	IPR027772	ADD3	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	ADD3
Domain	PF13361	UvrD_C	Pfam	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	FBXO18
Domain	PF05557	MAD	Pfam	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	MAD1L1
Domain	IPR011987	ATPase_V1-cplx_hsu_C	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	ATP6V1H
Domain	SM01125	DCP2	SMART	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	DCP2
Domain	IPR027894	DUF4620	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	C11orf21
Domain	IPR004083	Raptor	InterPro	3.589E-3	1.000E0	3.027E-2	2.070E-1	1	1	RPTOR
